band_size,band_fraction,precision,positives_in_band,recall,threshold,feasible,binding
1397,0.04239757207890744,0.5848246241947029,817,0.2200969827586207,0.8747660178389118,True,
1398,0.04242792109256449,0.5844062947067239,817,0.2200969827586207,0.8747082969234171,True,
1409,0.04276176024279211,0.5819730305180979,820,0.2209051724137931,0.8743183117257646,True,
1410,0.04279210925644916,0.5822695035460993,821,0.22117456896551724,0.874001849798977,True,
1412,0.042852807283763276,0.5821529745042493,822,0.22144396551724138,0.8739486812298427,True,
1413,0.04288315629742034,0.5817409766454352,822,0.22144396551724138,0.8729847852058705,True,
1414,0.04291350531107739,0.582036775106082,823,0.22171336206896552,0.8724957430004623,True,
1415,0.042943854324734444,0.5816254416961131,823,0.22171336206896552,0.8723914124370326,True,
1416,0.042974203338391505,0.5819209039548022,824,0.22198275862068967,0.8722736901282377,True,
1417,0.04300455235204856,0.5815102328863797,824,0.22198275862068967,0.8722730792987385,True,
1424,0.043216995447647955,0.5814606741573034,828,0.22306034482758622,0.8721224168271624,True,
1438,0.04364188163884674,0.5799721835883171,834,0.22467672413793102,0.8711343566740537,True,
1439,0.04367223065250379,0.5795691452397498,834,0.22467672413793102,0.871091057533222,True,
1441,0.04373292867981791,0.5794587092297016,835,0.22494612068965517,0.870880742564473,True,
1443,0.043793626707132015,0.5793485793485793,836,0.2252155172413793,0.8707767794757098,True,
1445,0.04385432473444613,0.5785467128027681,836,0.2252155172413793,0.8704421104333145,True,
1449,0.04397572078907436,0.5783298826777088,838,0.2257543103448276,0.870402109333099,True,
1466,0.04449165402124431,0.5757162346521146,844,0.2273706896551724,0.870321660999898,True,
1474,0.04473444613050076,0.5746268656716418,847,0.22817887931034483,0.8701440138217955,True,
1479,0.04488619119878604,0.5733603786342123,848,0.22844827586206898,0.8698399909959873,True,
1481,0.04494688922610015,0.5725860904794058,848,0.22844827586206898,0.8697673263773137,True,
1482,0.04497723823975721,0.5728744939271255,849,0.2287176724137931,0.8696899815030991,True,
1484,0.04503793626707132,0.5727762803234502,850,0.22898706896551724,0.8696227143376709,True,
1486,0.04509863429438543,0.5720053835800808,850,0.22898706896551724,0.8692782848079402,True,
1488,0.045159332321699545,0.5719086021505376,851,0.22925646551724138,0.8692482143653806,True,
1489,0.0451896813353566,0.5715245130960376,851,0.22925646551724138,0.8678114437401139,True,
1490,0.04522003034901366,0.5711409395973155,851,0.22925646551724138,0.8677388652608733,True,
1512,0.045887708649468895,0.5734126984126984,867,0.2335668103448276,0.8675712254384469,True,
1513,0.04591805766312595,0.573694646397885,868,0.2338362068965517,0.86736750151493,True,
1514,0.045948406676783,0.5739762219286658,869,0.23410560344827586,0.8668611113124294,True,
1515,0.04597875569044006,0.5735973597359736,869,0.23410560344827586,0.8667728523986179,True,
1516,0.046009104704097116,0.5738786279683378,870,0.234375,0.8664228564874578,True,
1624,0.049286798179059184,0.562807881773399,914,0.24622844827586207,0.8663492543342289,True,
1733,0.0525948406676783,0.5551067512983267,962,0.25915948275862066,0.8661411449921679,True,
1744,0.052928679817905916,0.5544724770642202,967,0.2605064655172414,0.8657696263294055,True,
1863,0.0565402124430956,0.5458937198067633,1017,0.2739762931034483,0.8656110223660721,True,
1864,0.056570561456752655,0.546137339055794,1018,0.27424568965517243,0.8655498066181501,True,
1880,0.057056145675265554,0.5452127659574468,1025,0.2761314655172414,0.8655159664453446,True,
1881,0.05708649468892261,0.5454545454545454,1026,0.2764008620689655,0.8651331478523424,True,
1882,0.05711684370257967,0.5456960680127524,1027,0.27667025862068967,0.8649445803374748,True,
1979,0.06006069802731411,0.5406771096513391,1070,0.28825431034482757,0.8649094537075357,True,
